Issue_ID,Student_ID,Book_ID,Issue_Date,Due_Date,Return_Date,Number_of_Days_Issued,Renew_Count,Fine_Amount,Library_Visit_Frequency,Total_Library_Visits,Reading_Duration_Hours,Preferred_Book_Type,Online_Resource_Usage,Late_Return_Count,Librarian_ID,Feedback_Rating,Student_Name,Age,Year_of_Study,Section,Roll_Number,Admission_Year,Semester,CGPA,Attendance_Percentage,Academic_Performance,Scholarship_Status,Hostel_DayScholar,Mobile_Number,Email_ID,City,State,Book_Title,Author_Name,Publisher,ISBN_Number,Book_Edition,Language,Book_Price,Book_Rack_No,Book_Availability,Damage_Report,Publication_Year,Pages,Country_of_Publication,Days_Late,Fine_Per_Day,Library_Engagement_Score,Gender_Male,Department_Civil,Department_ECE,Department_EEE,Department_ME,Student_Type_Regular,Issue_Status_Returned,Book_Category_Electronics,Book_Category_Math,Book_Category_Mechanical,Book_Category_Programming,Book_Category_Science,Book_Condition_Damaged,Book_Condition_Good,Binding_Type_Paperback,Edition_Type_Revised,Edition_Type_Second,Print_Type_Color,Genre_Reference,Genre_Textbook,Library_Shift_Morning,Transaction_Mode_Online
I3003,S1013,B2154,2025-02-10,2025-02-24,2025-02-23,0.26086956521739124,0.0,0.6666666666666666,5,0.0898876404494382,0.5789473684210527,Mechanical,Yes,5,L403,1,Student_13,0.33333333333333304,2.0,A,14,2022,8,0.010204081632653184,0.5249999999999999,Good,Yes,DayScholar,9635637565,student13@college.edu,Hyderabad,AP,Book_154,Author_154,Springer,3250707755.0,3.0,Hindi,0.3516307366082697,27.0,No,Major,2020.0,765.0,India,0.0,0.36132315521628494,0.1553398058252427,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True
I3121,S1010,B2154,2025-12-19,2026-01-02,,0.608695652173913,1.0,1.0,9,0.7752808988764044,0.21052631578947367,Science,Yes,4,L521,5,Student_10,0.16666666666666652,3.0,A,28,2022,5,0.17346938775510212,0.7250000000000001,Excellent,Yes,DayScholar,9608157346,student10@college.edu,Vizag,AP,Book_154,Author_154,Springer,3250707755.0,3.0,Hindi,0.3516307366082697,27.0,No,Major,2020.0,765.0,India,0.0,0.3364928909952606,0.6796116504854368,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False
I3004,S1051,B2091,2025-10-18,2025-11-01,2025-10-30,0.17391304347826086,1.0,0.6666666666666666,5,0.550561797752809,0.3684210526315789,Math,No,3,L404,1,Student_51,0.16666666666666652,3.0,A,49,2024,7,0.1918367346938774,0.6000000000000001,Good,No,Hostel,9770663573,student51@college.edu,Vizag,AP,Book_91,Author_91,Pearson,1365222024.0,4.0,English,0.8041349018023931,47.0,Yes,Major,2018.0,591.0,India,0.0,0.42642642642642636,0.5145631067961165,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
I3005,S1051,B2038,2025-03-22,2025-04-05,2025-04-10,0.7391304347826086,0.3333333333333333,0.3333333333333333,1,0.9101123595505618,0.3157894736842105,Science,No,3,L405,4,Student_51,0.16666666666666652,3.0,A,49,2024,7,0.1918367346938774,0.6000000000000001,Good,No,Hostel,9770663573,student51@college.edu,Vizag,AP,Book_38,Author_38,McGraw Hill,8353939742.0,4.0,English,0.17885091129398695,10.0,Yes,Major,2022.0,484.0,UK,5.0,0.09820193637621022,0.8155339805825241,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
I3167,S1037,B2038,2025-09-09,2025-09-23,2025-09-23,0.3913043478260869,0.6666666666666666,1.0,9,0.44943820224719105,0.631578947368421,Electronics,Yes,2,L567,3,Student_37,0.5,4.0,B,53,2023,2,0.7938775510204079,0.75,Good,Yes,Hostel,9685655681,student37@college.edu,Hyderabad,AP,Book_38,Author_38,McGraw Hill,8353939742.0,4.0,English,0.17885091129398695,10.0,Yes,Major,2022.0,484.0,UK,0.0,0.44099378881987567,0.4757281553398058,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
I3035,S1051,B2048,2025-12-19,2026-01-02,,0.17391304347826086,1.0,1.0,8,0.6404494382022472,0.3157894736842105,Civil,No,3,L435,5,Student_51,0.16666666666666652,3.0,A,49,2024,7,0.1918367346938774,0.6000000000000001,Good,No,Hostel,9770663573,student51@college.edu,Vizag,AP,Book_48,Author_48,McGraw Hill,8614295240.0,2.0,Telugu,0.2097995658100671,26.0,Yes,Minor,2022.0,558.0,UK,0.0,0.6396396396396395,0.5825242718446602,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True
I3069,S1051,B2006,2025-03-29,2025-04-12,2025-04-11,0.17391304347826086,0.6666666666666666,0.6666666666666666,5,0.30337078651685395,0.21052631578947367,Civil,Yes,5,L469,4,Student_51,0.16666666666666652,3.0,A,49,2024,7,0.1918367346938774,0.6000000000000001,Good,No,Hostel,9770663573,student51@college.edu,Vizag,AP,Book_6,Author_6,Elsevier,2588644191.0,3.0,Hindi,0.5627808350583127,7.0,Yes,Major,2024.0,771.0,USA,0.0,0.42642642642642636,0.27184466019417475,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
I3037,S1017,B2006,2025-05-23,2025-06-06,,0.08695652173913038,0.0,0.0,9,0.40449438202247184,0.10526315789473684,Civil,Yes,3,L437,2,Student_17,0.5,4.0,B,72,2022,3,0.9102040816326529,0.125,Poor,Yes,DayScholar,9996438953,student17@college.edu,Vizag,AP,Book_6,Author_6,Elsevier,2588644191.0,3.0,Hindi,0.5627808350583127,7.0,Yes,Major,2024.0,771.0,USA,0.0,0.0,0.3398058252427184,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
I3136,S1051,B2018,2025-07-03,2025-07-17,2025-07-13,0.4782608695652173,1.0,1.0,2,0.02247191011235955,0.894736842105263,Programming,No,4,L536,2,Student_51,0.16666666666666652,3.0,A,49,2024,7,0.1918367346938774,0.6000000000000001,Good,No,Hostel,9770663573,student51@college.edu,Vizag,AP,Book_18,Author_18,Springer,5589998239.0,4.0,Telugu,0.5688266774372696,31.0,No,Minor,2022.0,725.0,USA,0.0,0.39226519337016563,0.1553398058252427,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
I3060,S1035,B2018,2025-03-17,2025-03-31,2025-03-27,0.5217391304347826,0.6666666666666666,0.0,6,0.46067415730337075,0.8421052631578947,Civil,No,5,L460,1,Student_35,0.16666666666666652,4.0,A,73,2021,8,0.2081632653061225,0.875,Excellent,Yes,DayScholar,9629551684,student35@college.edu,Hyderabad,AP,Book_18,Author_18,Springer,5589998239.0,4.0,Telugu,0.5688266774372696,31.0,No,Minor,2022.0,725.0,USA,0.0,0.0,0.5242718446601942,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
I3006,S1039,B2078,2025-08-13,2025-08-27,,0.5217391304347826,0.3333333333333333,0.6666666666666666,8,0.7415730337078652,0.21052631578947367,Electronics,No,3,L406,1,Student_39,1.0,3.0,C,64,2022,8,0.6408163265306119,0.9250000000000003,Poor,Yes,DayScholar,9787798800,student39@college.edu,Vizag,AP,Book_78,Author_78,Pearson,1451098414.0,5.0,Telugu,0.356931892765184,14.0,Yes,Major,2020.0,479.0,USA,0.0,0.24781849912739962,0.6504854368932038,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True
I3030,S1140,B2078,2025-05-27,2025-06-10,2025-06-15,0.608695652173913,1.0,0.6666666666666666,5,0.8089887640449438,0.631578947368421,Science,Yes,1,L430,5,Student_140,0.5,4.0,A,68,2024,5,0.7204081632653059,0.9000000000000004,Poor,Yes,Hostel,9930616908,student140@college.edu,Rajahmundry,AP,Book_78,Author_78,Pearson,1451098414.0,5.0,Telugu,0.356931892765184,14.0,Yes,Major,2020.0,479.0,USA,5.0,0.22432859399684038,0.7864077669902911,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True
I3075,S1039,B2014,2025-01-27,2025-02-10,2025-02-06,0.30434782608695654,0.0,0.3333333333333333,2,0.20224719101123595,0.05263157894736842,Electronics,No,5,L475,3,Student_39,1.0,3.0,C,64,2022,8,0.6408163265306119,0.9250000000000003,Poor,Yes,DayScholar,9787798800,student39@college.edu,Vizag,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339475,1.0,No,Major,2024.0,252.0,UK,0.0,0.16784869976359337,0.1553398058252427,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True
I3072,S1129,B2014,2025-03-15,2025-03-29,2025-03-31,0.5217391304347826,1.0,1.0,5,0.8764044943820224,0.8421052631578947,Mechanical,Yes,5,L472,4,Student_129,0.5,2.0,B,23,2022,5,0.7448979591836735,0.9750000000000001,Average,No,Hostel,9130739273,student129@college.edu,Rajahmundry,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339475,1.0,No,Major,2024.0,252.0,UK,2.0,0.3717277486910994,0.883495145631068,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False
I3077,S1163,B2014,2025-02-09,2025-02-23,,0.9565217391304348,1.0,1.0,10,0.8876404494382022,0.736842105263158,Electronics,Yes,1,L477,1,Student_163,0.33333333333333304,2.0,A,12,2022,4,0.3346938775510204,0.25,Average,Yes,DayScholar,9790273739,student163@college.edu,Vizag,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339475,1.0,No,Major,2024.0,252.0,UK,0.0,0.24398625429553258,0.8737864077669903,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
I3076,S1066,B2014,2025-06-23,2025-07-07,2025-07-10,0.13043478260869562,0.3333333333333333,0.3333333333333333,2,0.5168539325842696,0.8421052631578947,Science,Yes,5,L476,5,Student_66,0.6666666666666665,2.0,C,21,2024,7,0.48163265306122427,0.4500000000000002,Poor,Yes,Hostel,9837024452,student66@college.edu,Rajahmundry,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339475,1.0,No,Major,2024.0,252.0,UK,3.0,0.2343234323432343,0.5728155339805825,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False
I3130,S1039,B2027,2025-03-27,2025-04-10,2025-04-08,0.0,0.3333333333333333,1.0,4,0.46067415730337075,0.7894736842105263,Math,No,2,L530,4,Student_39,1.0,3.0,C,64,2022,8,0.6408163265306119,0.9250000000000003,Poor,Yes,DayScholar,9787798800,student39@college.edu,Vizag,AP,Book_27,Author_27,Oxford,1201461174.0,3.0,English,0.19190185288029482,28.0,Yes,Minor,2020.0,308.0,USA,0.0,1.0,0.5145631067961165,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,True
I3046,S1111,B2027,2025-02-11,2025-02-25,2025-02-27,1.0,0.6666666666666666,1.0,7,0.20224719101123595,0.10526315789473684,Mechanical,No,0,L446,1,Student_111,0.16666666666666652,4.0,C,37,2022,6,0.0,0.6000000000000001,Poor,No,Hostel,9167747551,student111@college.edu,Rajahmundry,AP,Book_27,Author_27,Oxford,1201461174.0,3.0,English,0.19190185288029482,28.0,Yes,Minor,2020.0,308.0,USA,2.0,0.2358803986710963,0.16504854368932037,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
I3196,S1098,B2027,2025-10-01,2025-10-15,,0.0,0.0,0.6666666666666666,5,0.797752808988764,0.6842105263157894,Math,Yes,5,L596,2,Student_98,0.33333333333333304,4.0,B,75,2022,1,0.4591836734693875,0.625,Average,No,Hostel,9405675402,student98@college.edu,Vizag,AP,Book_27,Author_27,Oxford,1201461174.0,3.0,English,0.19190185288029482,28.0,Yes,Minor,2020.0,308.0,USA,0.0,0.6666666666666666,0.7864077669902911,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True
I3174,S1179,B2027,2025-10-05,2025-10-19,2025-10-17,0.608695652173913,0.0,1.0,10,0.8426966292134832,0.6842105263157894,Programming,Yes,5,L574,2,Student_179,1.0,3.0,A,60,2021,7,0.22448979591836737,0.6499999999999999,Good,No,DayScholar,9919751791,student179@college.edu,Hyderabad,AP,Book_27,Author_27,Oxford,1201461174.0,3.0,English,0.19190185288029482,28.0,Yes,Minor,2020.0,308.0,USA,0.0,0.3364928909952606,0.8252427184466018,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True
I3007,S1009,B2081,2025-01-23,2025-02-06,2025-02-09,0.08695652173913038,1.0,0.6666666666666666,3,0.23595505617977525,0.10526315789473684,Programming,No,5,L407,2,Student_9,0.5,2.0,A,24,2024,4,0.6224489795918364,0.42500000000000004,Average,Yes,Hostel,9164447149,student9@college.edu,Hyderabad,AP,Book_81,Author_81,Elsevier,3834498624.0,2.0,Hindi,0.6748371787751805,10.0,No,Major,2024.0,623.0,USA,3.0,0.5201465201465201,0.19417475728155337,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
I3140,S1028,B2081,2025-01-20,2025-02-03,2025-02-05,0.5217391304347826,1.0,1.0,9,1.0,0.894736842105263,Civil,No,4,L540,5,Student_28,0.6666666666666665,4.0,C,8,2024,6,0.9632653061224485,0.6000000000000001,Average,Yes,Hostel,9990729047,student28@college.edu,Hyderabad,AP,Book_81,Author_81,Elsevier,3834498624.0,2.0,Hindi,0.6748371787751805,10.0,No,Major,2024.0,623.0,USA,2.0,0.3717277486910994,1.0,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
I3163,S1072,B2081,2025-07-18,2025-08-01,2025-08-07,0.26086956521739124,0.3333333333333333,1.0,2,0.0449438202247191,1.0,Math,No,3,L563,4,Student_72,0.5,2.0,B,59,2023,5,0.41428571428571415,0.75,Average,Yes,DayScholar,9243061806,student72@college.edu,Vizag,AP,Book_81,Author_81,Elsevier,3834498624.0,2.0,Hindi,0.6748371787751805,10.0,No,Major,2024.0,623.0,USA,6.0,0.5419847328244275,0.19417475728155337,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
I3168,S1154,B2081,2025-02-02,2025-02-16,2025-02-18,0.13043478260869562,0.6666666666666666,0.6666666666666666,8,0.30337078651685395,0.8421052631578947,Science,No,4,L568,3,Student_154,1.0,2.0,B,55,2022,3,0.9959183673469385,0.17500000000000004,Good,Yes,Hostel,9345078924,student154@college.edu,Vijayawada,AP,Book_81,Author_81,Elsevier,3834498624.0,2.0,Hindi,0.6748371787751805,10.0,No,Major,2024.0,623.0,USA,2.0,0.4686468646864686,0.3883495145631068,True,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
I3073,S1009,B2085,2025-10-07,2025-10-21,2025-10-23,0.7391304347826086,0.3333333333333333,1.0,2,0.2247191011235955,0.10526315789473684,Programming,No,1,L473,2,Student_9,0.5,2.0,A,24,2024,4,0.6224489795918364,0.42500000000000004,Average,Yes,Hostel,9164447149,student9@college.edu,Hyderabad,AP,Book_85,Author_85,Springer,5317370365.0,1.0,Telugu,0.19417377694754379,46.0,Yes,Minor,2019.0,487.0,UK,2.0,0.29460580912863066,0.1844660194174757,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True
I3095,S1035,B2085,2025-10-02,2025-10-16,2025-10-17,0.608695652173913,0.3333333333333333,0.6666666666666666,7,0.9213483146067414,0.0,Mechanical,No,1,L495,4,Student_35,0.16666666666666652,4.0,A,73,2021,8,0.2081632653061225,0.875,Excellent,Yes,DayScholar,9629551684,student35@college.edu,Hyderabad,AP,Book_85,Author_85,Springer,5317370365.0,1.0,Telugu,0.19417377694754379,46.0,Yes,Minor,2019.0,487.0,UK,1.0,0.22432859399684038,0.7669902912621358,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
I3102,S1151,B2085,2025-01-12,2025-01-26,2025-01-30,0.6521739130434783,0.3333333333333333,0.6666666666666666,10,0.41573033707865165,0.15789473684210525,Programming,No,5,L502,5,Student_151,0.6666666666666665,4.0,B,52,2022,5,0.3326530612244898,0.7250000000000001,Good,No,DayScholar,9286230441,student151@college.edu,Hyderabad,AP,Book_85,Author_85,Springer,5317370365.0,1.0,Telugu,0.19417377694754379,46.0,Yes,Minor,2019.0,487.0,UK,4.0,0.2141779788838612,0.35922330097087374,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
I3180,S1094,B2085,2025-02-22,2025-03-08,2025-03-05,0.5652173913043478,0.3333333333333333,0.0,2,0.28089887640449435,0.7894736842105263,Civil,No,0,L580,1,Student_94,0.6666666666666665,4.0,C,61,2023,3,0.17142857142857149,0.17500000000000004,Poor,Yes,DayScholar,9612927053,student94@college.edu,Vizag,AP,Book_85,Author_85,Springer,5317370365.0,1.0,Telugu,0.19417377694754379,46.0,Yes,Minor,2019.0,487.0,UK,0.0,0.0,0.35922330097087374,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
I3119,S1009,B2106,2025-09-15,2025-09-29,2025-09-27,0.21739130434782605,0.6666666666666666,1.0,10,0.6067415730337078,0.10526315789473684,Mechanical,No,3,L519,3,Student_9,0.5,2.0,A,24,2024,4,0.6224489795918364,0.42500000000000004,Average,Yes,Hostel,9164447149,student9@college.edu,Hyderabad,AP,Book_106,Author_106,Elsevier,3478132167.0,1.0,English,0.13810773968798906,42.0,Yes,Minor,2019.0,751.0,USA,0.0,0.5867768595041322,0.5145631067961165,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
I3024,S1102,B2106,2025-08-30,2025-09-13,,0.13043478260869562,0.3333333333333333,0.3333333333333333,1,0.550561797752809,0.894736842105263,Science,No,2,L424,1,Student_102,0.0,1.0,B,30,2024,7,0.204081632653061,0.6000000000000001,Excellent,Yes,Hostel,9539019925,student102@college.edu,Hyderabad,AP,Book_106,Author_106,Elsevier,3478132167.0,1.0,English,0.13810773968798906,42.0,Yes,Minor,2019.0,751.0,USA,0.0,0.2343234323432343,0.6116504854368932,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True
I3187,S1055,B2106,2025-11-21,2025-12-05,,0.608695652173913,0.6666666666666666,0.6666666666666666,5,0.06741573033707865,0.7894736842105263,Electronics,Yes,3,L587,4,Student_55,0.0,2.0,C,47,2021,1,0.7469387755102039,0.42500000000000004,Excellent,No,DayScholar,9874134515,student55@college.edu,Hyderabad,AP,Book_106,Author_106,Elsevier,3478132167.0,1.0,English,0.13810773968798906,42.0,Yes,Minor,2019.0,751.0,USA,0.0,0.22432859399684038,0.17475728155339804,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
I3156,S1009,B2156,2025-11-07,2025-11-21,,1.0,0.6666666666666666,0.6666666666666666,10,0.41573033707865165,0.894736842105263,Civil,No,2,L556,1,Student_9,0.5,2.0,A,24,2024,4,0.6224489795918364,0.42500000000000004,Average,Yes,Hostel,9164447149,student9@college.edu,Hyderabad,AP,Book_156,Author_156,Pearson,1688685850.0,2.0,Telugu,0.4288887766951077,14.0,Yes,Major,2019.0,232.0,UK,0.0,0.15725359911406422,0.4951456310679611,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
I3113,S1150,B2156,2025-05-26,2025-06-09,2025-06-10,0.04347826086956519,1.0,0.6666666666666666,1,0.02247191011235955,0.631578947368421,Civil,No,0,L513,5,Student_150,0.6666666666666665,4.0,A,14,2022,3,0.7693877551020407,0.375,Good,No,DayScholar,9274349138,student150@college.edu,Vijayawada,AP,Book_156,Author_156,Pearson,1688685850.0,2.0,Telugu,0.4288887766951077,14.0,Yes,Major,2019.0,232.0,UK,1.0,0.5843621399176955,0.10679611650485435,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
I3197,S1009,B2042,2025-09-27,2025-10-11,2025-10-09,0.9565217391304348,0.3333333333333333,0.6666666666666666,1,0.943820224719101,0.42105263157894735,Electronics,Yes,4,L597,2,Student_9,0.5,2.0,A,24,2024,4,0.6224489795918364,0.42500000000000004,Average,Yes,Hostel,9164447149,student9@college.edu,Hyderabad,AP,Book_42,Author_42,Oxford,8457930958.0,1.0,English,0.6852627858837784,16.0,No,Major,2019.0,420.0,India,0.0,0.1626575028636884,0.8640776699029125,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True
